Divipola,Departamento ,Codigo Departamento,Municipio ,Poblacion Enero 2021,Poblacion Agosto 2021,Poblacion Febrero 2022,Poblacion Octubre 2022,Proyecciones Poblacion 2021,Proyecciones Población 2022,Tasa de Poblacion Migrante para 2021 por 1.000 Hab,Tasa de Poblacion Migrante para 2022 por 1.000 Hab,Tasa de Poblacion Migrante para octubre 2022 por 1.000 Hab
54670,Norte de Santander,54,San Calixto,326,199,251,301,12341,12405,16,20,24
54051,Norte de Santander,54,Arboledas,318,250,280,250,10194,10246,25,27,24
54377,Norte de Santander,54,Labateca,305,158,172,210,6664,6699,24,26,31
54344,Norte de Santander,54,Hacarí,279,221,480,454,10748,10804,21,44,42
54660,Norte de Santander,54,Salazar,232,286,336,369,10875,10931,26,31,34
54418,Norte de Santander,54,Lourdes,227,140,206,246,4248,4270,33,48,58
54239,Norte de Santander,54,Durania,222,216,285,333,4878,4903,44,58,68
54125,Norte de Santander,54,Cácota,200,190,283,385,2954,2969,64,95,130
54313,Norte de Santander,54,Gramalote,197,136,172,199,7799,7840,17,22,25
54871,Norte de Santander,54,Villa Caro,196,71,108,141,5376,5403,13,20,26
54223,Norte de Santander,54,Cucutilla,194,138,213,323,8591,8636,16,25,37
54385,Norte de Santander,54,La Esperanza,179,144,181,193,12545,12610,11,14,15
54520,Norte de Santander,54,Pamplonita,151,243,422,461,5872,5903,41,71,78
54480,Norte de Santander,54,Mutiscua,150,119,167,172,4593,4617,26,36,37
54680,Norte de Santander,54,Santiago,149,73,98,111,3718,3737,20,26,30
54109,Norte de Santander,54,Bucarasica,91,87,119,131,6704,6739,13,18,19
54398,Norte de Santander,54,La Playa,85,76,93,114,8112,8155,9,11,14
54245,Norte de Santander,54,El Carmen,79,89,162,195,14235,14309,6,11,14
54128,Norte de Santander,54,Cachirá,27,31,72,78,11351,11410,3,6,7
86568,Putumayo,86,Puerto Asis,587,674,2838,2798,68143,69074,10,41,41
86757,Putumayo,86,San Miguel,553,211,1136,1183,19703,2525,11,450,469
86865,Putumayo,86,Valle del Guamuez,499,351,2229,2227,35140,35621,10,63,63
86001,Putumayo,86,Mocoa,379,862,1935,1932,59755,60572,14,32,32
86760,Putumayo,86,Santiago,310,123,211,211,7408,3737,17,56,56
86320,Putumayo,86,Orito,255,377,1473,1368,39273,39810,10,37,34
86749,Putumayo,86,Sibundoy,214,158,436,409,15687,15902,10,27,26
86569,Putumayo,86,Puerto Caicedo,170,273,575,575,16226,16448,17,35,35
86885,Putumayo,86,Villagarzon,167,253,716,611,24425,24759,10,29,25
86219,Putumayo,86,Colon,120,39,78,83,5606,8323,7,9,10
86573,Putumayo,86,Puerto Leguizamo,111,48,96,84,29903,30312,2,3,3
86571,Putumayo,86,Puerto Guzman,40,60,131,121,37173,37682,2,3,3
86755,Putumayo,86,San Francisco,22,16,35,30,5643,6074,3,6,5
63001,Quindio,63,Armenia,6852,9234,13927,13424,308463,5232,30,2662,2566
63130,Quindio,63,Calarca,555,1105,2064,1908,75796,76803,15,27,25
63190,Quindio,63,Circasia,292,316,519,454,29413,29802,11,17,15
63470,Quindio,63,Montenegro,282,593,1253,1344,37966,38469,16,33,35
63594,Quindio,63,Quimbaya,225,375,577,598,31514,31931,12,18,19
63401,Quindio,63,La Tebaida,181,335,751,786,35225,35692,10,21,22
63272,Quindio,63,Filandia,135,241,367,298,12405,12570,19,29,24
63690,Quindio,63,Salento,123,246,388,333,9644,9772,26,40,34
63212,Quindio,63,Cordoba,35,34,85,115,5807,16892,6,5,7
63111,Quindio,63,Buenavista,33,62,109,113,3166,4455,20,24,25
63548,Quindio,63,Pijao,22,127,316,397,5182,5251,25,60,76
63302,Quindio,63,Genova,16,62,133,166,7536,7636,8,17,22
66001,Risaralda,66,Pereira,13658,18455,27355,26337,480803,485373,38,56,54
66170,Risaralda,66,Dosquebradas,4747,6918,9951,7566,225554,227696,31,44,33
66682,Risaralda,66,Santa Rosa de Cabal,1067,1616,2498,2044,80000,80760,20,31,25
66400,Risaralda,66,La Virginia,203,277,517,470,28197,28465,10,18,17
66088,Risaralda,66,Belén de Umbría,108,116,276,325,24899,25135,5,11,13
66687,Risaralda,66,Santuario,97,111,189,255,12530,12649,9,15,20
66045,Risaralda,66,Apía,59,88,156,174,12315,12432,7,13,14
66440,Risaralda,66,Marsella,47,71,115,142,16845,17005,4,7,8
66594,Risaralda,66,Quinchía,45,81,213,245,27484,27746,3,8,9
66383,Risaralda,66,La Celia,38,57,184,161,7483,7554,8,24,21
66318,Risaralda,66,Guática,23,39,82,92,12203,12319,3,7,7
66572,Risaralda,66,Pueblo Rico,17,25,38,31,16577,16734,2,2,2
66075,Risaralda,66,Balboa,13,55,113,141,6346,21780,9,5,6
66456,Risaralda,66,Mistrató,11,22,80,91,17390,17555,1,5,5
88001,"ARCHIPIeLAGO DE SAN ANDReS, PROVIDENCIA Y SANTA CATALINA",88,San Andres,308,138,86,1033,58316,8758,2,10,118
88564,"ARCHIPIeLAGO DE SAN ANDReS, PROVIDENCIA Y SANTA CATALINA",88,Providencia,39,10,11,51,6356,5558,2,2,9
68001,Santander,68,Bucaramanga,41132,41460,52128,60809,614269,618967,67,84,98
68276,Santander,68,Floridablanca,24825,15649,11490,8903,311365,313745,50,37,28
68547,Santander,68,Piedecuesta,8088,6685,7111,6215,185020,186435,36,38,33
68081,Santander,68,Barrancabermeja,6345,6591,8519,9017,213061,214689,31,40,42
68307,Santander,68,Girón,5360,5546,6728,5815,173841,175170,32,38,33
68755,Santander,68,Socorro,3929,2510,2006,2131,34007,34267,74,59,62
68679,Santander,68,San Gil,3880,2951,3185,3482,60342,60804,49,52,57
68406,Santander,68,Lebrija,2519,2000,2084,2070,44667,45008,45,46,46
68432,Santander,68,Málaga,2061,1158,786,820,21912,22079,53,36,37
68655,Santander,68,Sabana de Torres,1932,1217,1070,1383,34945,35212,35,30,39
68689,Santander,68,San Vicente de Chucurí,1365,858,1076,1069,33965,34224,25,31,31
68077,Santander,68,Barbosa,988,1369,1929,1841,33021,56053,41,34,33
68190,Santander,68,Cimitarra,871,833,866,878,34789,35056,24,25,25
68575,Santander,68,Puerto Wilches,857,627,574,785,34585,34849,18,16,23
68861,Santander,68,Vélez,798,633,579,491,25498,25693,25,23,19
68162,Santander,68,Cerrito,571,242,282,445,7010,7063,35,40,63
68770,Santander,68,Suaita,453,381,326,370,10270,10349,37,32,36
68167,Santander,68,Charalá,435,280,361,292,12408,12503,23,29,23
68255,Santander,68,El Playón,359,200,189,259,14193,14302,14,13,18
68500,Santander,68,Oiba,339,334,496,518,11299,11385,30,44,45
68855,Santander,68,Valle de San José,337,440,786,818,6406,6455,69,122,127
68820,Santander,68,Tona,332,303,562,574,7805,7865,39,71,73
68147,Santander,68,Capitanejo,330,215,191,195,5540,5582,39,34,35
68615,Santander,68,Rionegro,296,494,806,890,27361,147484,18,5,6
68669,Santander,68,San Andrés,290,124,96,96,8691,8758,14,11,11
68318,Santander,68,Guaca,286,158,146,158,5974,6020,26,24,26
68229,Santander,68,Curití,281,287,350,358,13432,13535,21,26,26
68235,Santander,68,El Carmen de Chucurí,201,156,466,432,22062,22230,7,21,19
68418,Santander,68,Los Santos,185,159,272,309,14954,15068,11,18,21
68207,Santander,68,Concepción,183,162,211,196,5821,4906,28,43,40
68684,Santander,68,San José de Miranda,181,75,40,50,4336,4370,17,9,11
68464,Santander,68,Mogotes,180,121,157,186,10765,10847,11,14,17
68745,Santander,68,Simacota,171,80,65,69,10339,10418,8,6,7
68385,Santander,68,Landázuri,159,77,93,103,10705,10787,7,9,10
68079,Santander,68,Barichara,155,160,183,155,10935,11018,15,17,14
68152,Santander,68,Carcasí,153,41,50,55,4306,4339,10,12,13
68872,Santander,68,Villanueva,153,212,290,311,8070,25876,26,11,12
68327,Santander,68,Güepsa,149,126,221,264,5368,5409,23,41,49
68572,Santander,68,Puente Nacional,141,179,207,199,15008,15123,12,14,13
68209,Santander,68,Con?nes,126,104,336,317,3330,3356,31,100,94
68266,Santander,68,Enciso,123,40,43,64,3483,3510,11,12,18
68051,Santander,68,Aratoca,122,97,115,145,8581,8646,11,13,17
68549,Santander,68,Pinchote,104,113,172,137,5445,5486,21,31,25
68686,Santander,68,San Miguel,91,63,69,83,2505,2525,25,27,33
68296,Santander,68,Galán,83,62,53,63,2923,2945,21,18,21
68533,Santander,68,Páramo,78,190,335,325,4924,4961,39,68,66
68895,Santander,68,Zapatoca,77,88,117,119,9672,9746,9,12,12
68498,Santander,68,Ocamonte,76,91,125,115,5874,5919,15,21,19
68425,Santander,68,Macaravita,75,25,8,5,2127,2144,12,4,2
68705,Santander,68,Santa Bárbara,69,41,45,45,2475,28034,17,2,2
68324,Santander,68,Guavatá,55,32,42,84,4237,4270,8,10,20
68468,Santander,68,Molagavita,54,14,15,17,4151,4183,3,4,4
68092,Santander,68,Betulia,53,120,145,160,6128,16392,20,9,10
68176,Santander,68,Chima,52,54,54,40,2898,18173,19,3,2
68169,Santander,68,Charta,51,18,29,22,2920,2942,6,10,7
68101,Santander,68,Bolívar,48,70,123,118,11101,37586,6,3,3
68444,Santander,68,Matanza,45,60,98,114,5091,5130,12,19,22
68573,Santander,68,Puerto Parra,45,140,200,223,8107,8169,17,24,27
68344,Santander,68,Hato,40,17,30,33,2396,2415,7,12,14
68298,Santander,68,Gambita,38,36,43,43,4057,4088,9,11,11
68673,Santander,68,San Benito,38,7,8,13,3005,3028,2,3,4
68377,Santander,68,La Belleza,32,35,51,62,6246,6294,6,8,10
68322,Santander,68,Guapotá,30,23,25,25,2440,2458,9,10,10
68773,Santander,68,Sucre,28,22,21,13,7142,9826,3,2,1
68502,Santander,68,Onzaga,25,10,9,13,4127,4159,2,2,3
68013,Santander,68,Aguada,22,27,25,58,1888,23452,14,1,2
68020,Santander,68,Albania,21,27,30,26,4385,4489,6,7,6
68179,Santander,68,Chipatá,21,51,58,48,5149,5189,10,11,9
68780,Santander,68,Suratá,21,30,53,74,4031,4062,7,13,18
68160,Santander,68,Cepitá,19,21,26,26,2047,2063,10,13,13
68320,Santander,68,Guadalupe,19,33,60,59,4517,6873,7,9,9
68121,Santander,68,Cabrera,16,12,18,21,2043,5429,6,3,4
68132,Santander,68,California,16,20,23,22,2257,2274,9,10,10
68522,Santander,68,Palmar,16,16,27,31,1423,1433,11,19,22
68524,Santander,68,Palmas del Socorro,16,55,65,72,2655,2675,21,24,27
68682,Santander,68,San Joaquín,15,8,10,12,2232,2249,4,4,5
68867,Santander,68,Vetas,14,8,10,8,2192,2209,4,5,4
68217,Santander,68,Coromoro,12,28,43,39,5080,5118,6,8,8
68271,Santander,68,Florián,12,8,19,19,5651,5694,1,3,3
68368,Santander,68,Jesús María,11,9,11,9,3376,3402,3,3,3
68264,Santander,68,Encino,9,17,28,21,2612,2632,7,11,8
68720,Santander,68,Santa Helena Del Opón,9,16,20,19,3449,3475,5,6,5
68250,Santander,68,El Peñón,3,2,5,8,5568,8281,0,1,1
68211,Santander,68,Contratación,2,16,23,22,3740,3769,4,6,6
68245,Santander,68,El Guacamayo,2,4,10,15,2108,2124,2,5,7
68370,Santander,68,Jordán,2,3,4,3,1351,1361,2,3,2
68397,Santander,68,La Paz,2,26,33,22,4971,30657,5,1,1
70001,Sucre,70,Sincelejo,11424,7843,8963,9319,298062,301126,26,30,31
70708,Sucre,70,San Marcos,1931,773,1088,851,61412,62044,13,18,14
70713,Sucre,70,San Onofre,1631,379,640,853,51813,52346,7,12,16
70215,Sucre,70,Corozal,1330,844,1159,1200,71843,72582,12,16,17
70670,Sucre,70,Sampués,674,395,461,509,49501,50010,8,9,10
70429,Sucre,70,Majagual,559,208,263,535,38834,39233,5,7,14
70742,Sucre,70,San Luis de Sincé,551,286,316,309,32343,32675,9,10,9
70820,Sucre,70,Santiago de Tolú,550,315,358,310,34587,34943,9,10,9
70823,Sucre,70,Tolú Viejo,435,217,322,353,22596,22828,10,14,15
70235,Sucre,70,Galeras,379,165,219,282,23563,23805,7,9,12
70221,Sucre,70,Coveñas,372,335,450,549,19789,19992,17,23,27
70717,Sucre,70,San Pedro,357,88,177,206,19475,19675,5,9,10
70508,Sucre,70,Ovejas,310,139,209,241,23759,24003,6,9,10
70110,Sucre,70,Buenavista,263,126,181,172,11117,4455,11,41,39
70771,Sucre,70,Sucre,250,29,0,0,31239,9826,1,0,0
70418,Sucre,70,Los Palmitos,236,105,153,139,24213,24462,4,6,6
70678,Sucre,70,San Benito Abad,234,66,69,106,30184,30495,2,2,3
70702,Sucre,70,San Juan de Betulia,230,115,126,126,14387,14534,8,9,9
70265,Sucre,70,Guaranda,222,143,196,349,18861,19055,8,10,18
70523,Sucre,70,Palmito,206,43,98,90,15267,15423,3,6,6
70473,Sucre,70,Morroa,163,104,181,171,16080,16245,6,11,11
70233,Sucre,70,El Roble,151,57,97,106,10585,10694,5,9,10
70400,Sucre,70,La Unión,144,71,107,94,13176,23094,5,5,4
70124,Sucre,70,Caimito,81,24,76,76,16252,16419,1,5,5
70204,Sucre,70,Coloso,61,60,138,140,8852,8943,7,15,16
70230,Sucre,70,Chalán,28,6,28,27,4667,4715,1,6,6
73001,Tolima,73,Ibagué,5645,9263,13144,12174,542724,543949,17,24,22
73268,Tolima,73,Espinal,2133,1864,1693,1635,71221,71383,26,24,23
73443,Tolima,73,San Sebastian de Mariquita,622,589,913,845,38448,"38,535",15,24,22
73449,Tolima,73,Melgar,400,1196,1894,1628,37795,37880,32,50,43
73275,Tolima,73,Flandes,176,322,501,451,28700,28766,11,17,16
73283,Tolima,73,Fresno,163,219,400,355,31278,31349,7,13,11
73411,Tolima,73,Líbano,140,173,373,341,36332,36414,5,10,9
73168,Tolima,73,Chaparral,138,215,318,353,50889,51005,4,6,7
73585,Tolima,73,Puri?cación,124,90,121,102,23604,23657,4,5,4
73555,Tolima,73,Planadas,89,142,225,299,25871,25930,5,9,12
73349,Tolima,73,Honda,87,115,189,172,24611,24666,5,8,7
73148,Tolima,73,Carmen de Apicalá,76,235,399,506,10479,10503,22,38,48
73124,Tolima,73,Cajamarca,72,188,398,411,18494,18535,10,21,22
73352,Tolima,73,Icononzo,69,129,218,197,11926,11953,11,18,16
73408,Tolima,73,Lérida,56,84,139,129,18669,18711,4,7,7
73624,Tolima,73,Rovira,51,180,332,343,21551,21600,8,15,16
73319,Tolima,73,Guamo,42,191,524,588,32864,32938,6,16,18
73055,Tolima,73,Armero,41,30,44,42,12072,12099,2,4,3
73270,Tolima,73,Falan,30,43,74,78,7407,7423,6,10,11
73616,Tolima,73,Rioblanco,29,64,162,132,22680,22732,3,7,6
73217,Tolima,73,Coyaima,23,11,43,92,22553,22604,0,2,4
73678,Tolima,73,San Luis,21,83,125,129,13489,13532,6,9,10
73686,Tolima,73,Santa Isabel,16,18,30,27,5689,5702,3,5,5
73043,Tolima,73,Anzoátegui,15,42,53,54,10034,10057,4,5,5
73520,Tolima,73,Palocabildo,15,51,91,109,9843,9866,5,9,11
73483,Tolima,73,Natagaima,14,25,37,53,14713,14746,2,3,4
73226,Tolima,73,Cunday,13,24,54,43,8395,8414,3,6,5
73873,Tolima,73,Villarrica,13,31,49,44,4974,4985,6,10,9
73067,Tolima,73,Ataco,12,25,64,78,19171,19214,1,3,4
73504,Tolima,73,Ortega,12,20,34,31,34416,34494,1,1,1
73854,Tolima,73,Valle de San Juan,12,53,92,102,5375,5387,10,17,19
73861,Tolima,73,Venadillo,12,26,62,66,12759,12787,2,5,5
73547,Tolima,73,Piedras,11,14,22,19,6781,6796,2,3,3
73347,Tolima,73,Herveo,10,8,14,21,7233,7250,1,2,3
73671,Tolima,73,Saldaña,10,72,205,180,14514,14546,5,14,12
73024,Tolima,73,Alpujarra,9,6,29,31,4470,4481,1,6,7
73026,Tolima,73,Alvarado,9,42,69,88,8739,8759,5,8,10
73200,Tolima,73,Coello,9,32,39,32,8345,8364,4,5,4
73622,Tolima,73,Roncesvalles,9,13,13,31,5494,5507,2,2,6
73152,Tolima,73,Casabianca,8,14,23,20,6315,6329,2,4,3
73675,Tolima,73,San Antonio,8,29,41,62,12605,12634,2,3,5
73030,Tolima,73,Ambalema,7,16,37,32,6579,6594,2,6,5
73563,Tolima,73,Prado,7,43,73,58,8439,8458,5,9,7
73461,Tolima,73,Murillo,5,3,4,5,4155,4164,1,1,1
73870,Tolima,73,Villahermosa,4,17,34,38,9212,9233,2,4,4
73236,Tolima,73,Dolores,3,36,42,66,8208,8226,4,5,8
73770,Tolima,73,Suárez,1,12,19,23,3783,33053,3,1,1
76001,Valle del Cauca,76,Cali,59571,84160,121837,117780,2264748,2280907,37,53,52
76364,Valle del Cauca,76,Jamundí,6872,8028,9890,8821,168079,169280,48,58,52
76520,Valle del Cauca,76,Palmira,5650,9583,14873,12625,356259,358806,27,41,35
76892,Valle del Cauca,76,Yumbo,2569,4507,6442,5369,110683,111474,41,58,48
76834,Valle del Cauca,76,Tuluá,2535,3542,5306,5030,220032,221604,16,24,23
76147,Valle del Cauca,76,Cartago,1764,2145,3643,3183,138042,139026,16,26,23
76109,Valle del Cauca,76,Buenaventura,1508,2050,3494,3452,313508,315743,7,11,11
76130,Valle del Cauca,76,Candelaria,1485,3324,5131,4512,94736,17714,35,290,255
76111,Valle del Cauca,76,Guadalajara de Buga,1377,2518,3600,3177,129639,130564,19,28,24
76248,Valle del Cauca,76,El Cerrito,639,1286,1985,1767,57441,57851,22,34,31
76400,Valle del Cauca,76,La Unión,425,608,884,923,34685,23094,18,38,40
76895,Valle del Cauca,76,Zarzal,365,678,1067,1007,42635,42940,16,25,23
76563,Valle del Cauca,76,Pradera,355,485,755,687,48424,48770,10,15,14
76275,Valle del Cauca,76,Florida,348,1527,2555,2306,58273,58689,26,44,39
76233,Valle del Cauca,76,Dagua,334,754,1339,1307,49279,49631,15,27,26
76622,Valle del Cauca,76,Roldanillo,314,641,1187,973,36984,37248,17,32,26
76318,Valle del Cauca,76,Guacarí,286,644,984,903,33759,34000,19,29,27
76122,Valle del Cauca,76,Caicedonia,274,389,662,746,28674,28879,14,23,26
76126,Valle del Cauca,76,Calima,273,646,911,925,18364,18495,35,49,50
76377,Valle del Cauca,76,La Cumbre,227,289,468,465,16598,16716,17,28,28
76736,Valle del Cauca,76,Sevilla,219,361,755,1006,41374,41670,9,18,24
76113,Valle del Cauca,76,Bugalagrande,206,250,396,446,24597,24772,10,16,18
76606,Valle del Cauca,76,Restrepo,187,206,385,499,15386,18958,13,20,26
76036,Valle del Cauca,76,Andalucía,178,232,356,387,22716,22878,10,16,17
76306,Valle del Cauca,76,Ginebra,174,335,540,605,23174,23340,14,23,26
76403,Valle del Cauca,76,La Victoria,140,267,426,447,11931,1132,22,376,395
76890,Valle del Cauca,76,Yotoco,127,333,469,525,16284,16400,20,29,32
76020,Valle del Cauca,76,Alcalá,106,283,537,635,14375,14477,20,37,44
76869,Valle del Cauca,76,Vijes,100,420,582,661,12953,13046,32,45,51
76670,Valle del Cauca,76,San Pedro,92,168,304,334,17297,19675,10,15,17
76828,Valle del Cauca,76,Trujillo,90,165,257,310,19084,19220,9,13,16
76616,Valle del Cauca,76,Riofrío,66,98,166,167,15546,15657,6,11,11
76246,Valle del Cauca,76,El Cairo,64,74,99,137,6541,6588,11,15,21
76054,Valle del Cauca,76,Argelia,56,96,120,152,5205,7780,18,15,20
76823,Valle del Cauca,76,Toro,54,127,212,214,14466,14570,9,15,15
76041,Valle del Cauca,76,Ansermanuevo,50,187,255,239,17409,17533,11,15,14
76243,Valle del Cauca,76,El águila,44,20,17,34,8608,8670,2,2,4
76497,Valle del Cauca,76,Obando,40,31,60,71,12107,12193,3,5,6
76100,Valle del Cauca,76,Bolívar,33,122,189,226,15798,37586,8,5,6
76863,Valle del Cauca,76,Versalles,23,32,93,92,6987,7037,5,13,13
76250,Valle del Cauca,76,El Dovio,20,94,160,177,8662,8724,11,18,20
76845,Valle del Cauca,76,Ulloa,0,0,49,57,5410,5449,0,9,10
97001,Vaupes,97,Mitu,46,7,8,6,34307,35838,0,0,0
97666,Vaupes,97,Taraira,21,0,3,2,2534,2647,0,1,1
97161,Vaupes,97,Cacuru,3,0,4,4,3349,"3,498",0,1,1
97511,Vaupes,97,Pacoa,3,0,0,1,4649,4881,0,0,0
11001,"Bogota, D.C.",11,"Bogota, D.C.",340711,393716,495236,614974,7834167,7901653,50,63,78
99001,Vichada,99,Puerto Carreño,4077,4551,9656,11062,20578,20798,221,464,532
99773,Vichada,99,Cumaribo,352,88,105,160,79984,80837,1,1,2
99524,Vichada,99,La Primavera,116,72,132,346,9743,9846,7,13,35
99624,Vichada,99,Santa Rosalia,10,27,41,62,4252,4297,6,10,14
